Stock,MAE,MSE,RÂ²
0,0.04387742653489113,0.002934639109298587,0.7968939542770386
1,0.04569360613822937,0.0030868242029100657,-1.8170926570892334
2,0.041104987263679504,0.0024430975317955017,0.5472584366798401
3,0.005229922942817211,4.5722485083388165e-05,0.8693154454231262
4,0.054134320467710495,0.00422500167042017,-4.426919937133789
5,0.012468129396438599,0.000238265041843988,0.9534381628036499
6,0.05295707657933235,0.003769129514694214,-1.4745492935180664
7,0.04795938357710838,0.0038298992440104485,0.26898616552352905
8,0.0034117784816771746,2.268887146783527e-05,0.9884796738624573
9,0.05995907634496689,0.005475203972309828,-1.4393620491027832
10,0.002484633820131421,9.280618542106822e-06,0.03677558898925781
11,0.020494699478149414,0.0006355016375891864,0.9187736511230469
12,0.054498206824064255,0.0046996986493468285,-1.1975009441375732
13,0.050325509160757065,0.004192689899355173,0.7526463270187378
14,0.042380042374134064,0.0028282206039875746,-0.32055044174194336
15,0.006011690013110638,5.7693847338669e-05,0.9458630681037903
16,0.03513192757964134,0.001964976778253913,0.7136894464492798
17,0.03432692959904671,0.0015620840713381767,0.004907011985778809
18,0.026475386694073677,0.001051450613886118,0.6953128576278687
19,0.04925967752933502,0.0033413534983992577,-0.15008032321929932
20,0.009004092775285244,0.00011403935786802322,0.5810495615005493
21,0.05607881769537926,0.0047243451699614525,-5.836889743804932
22,0.047673944383859634,0.003332246094942093,-0.41828370094299316
23,0.013066827319562435,0.000247706106165424,0.7583789825439453
24,0.022951433435082436,0.0007280551944859326,0.2687898874282837
25,0.05123351886868477,0.004017418250441551,-0.07277262210845947
26,0.0400768406689167,0.002097688615322113,-3.351022720336914
27,0.048217445611953735,0.0034470143727958202,0.45555317401885986
28,0.055260516703128815,0.004757160320878029,-2.8596339225769043
29,0.039095714688301086,0.0025906958617269993,0.42557549476623535
30,0.017531685531139374,0.0005819452344439924,0.9771118760108948
31,0.029084522277116776,0.001264117076061666,-1.971320629119873
32,0.04790245741605759,0.003275959985330701,-2.908742904663086
33,0.0506661981344223,0.003871641820296645,-0.31264185905456543
34,0.048343077301979065,0.0033680456690490246,-2.3237695693969727
35,0.05367785692214966,0.004533152095973492,-22.872631072998047
36,0.039255622774362564,0.0021330288145691156,0.12197184562683105
37,0.03871214762330055,0.0023707703221589327,-0.26159870624542236
38,0.04350675642490387,0.0028257013764232397,0.38976144790649414
39,0.05345800891518593,0.00406654691323638,-0.6877692937850952
40,0.0445365272462368,0.0030634519644081593,-4.040293216705322
41,0.005052393302321434,3.512758848955855e-05,0.5982728004455566
42,0.038847800344228745,0.0021970586385577917,0.49796390533447266
43,0.006783442106097937,0.00011985391029156744,0.9864943027496338
44,0.045376215130090714,0.0030512665398418903,-0.5659818649291992
45,0.008394359610974789,0.00010004732030211017,0.44260865449905396
46,0.04229683429002762,0.002554164966568351,-0.592577338218689
47,0.05378672853112221,0.0043268646113574505,-0.9540642499923706
